real_category,Status,Channel,date,num_of_ticket
Complaint::PPOB::Transaction Not Recorded in Pembukuan,Closed,Chat,2025-11-09,1
Complaint::PPOB::Transaction Not Recorded in Pembukuan,Closed,Slack,2025-11-11,1
Complaint::PPOB::Unable To Choose Product,Closed,Chat,2025-11-12,1
Complaint::PPOB::Unable To Choose Product,Closed,Slack,2025-09-04,1
Complaint::PPOB::Unable To Choose Product,Closed,Slack,2025-09-26,1
Complaint::PPOB::Unable To Choose Product,Closed,Slack,2025-09-29,4
Complaint::PPOB::Voucher Game Unable to Choose Product,Closed,Chat,2025-09-27,1
Complaint::PPOB::eWallet Created/Expired/Cancel But Deducted,Closed,Slack,2025-11-04,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Chat,2025-10-17,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Chat,2025-10-23,3
Complaint::PPOB::eWallet Failed Transaction,Closed,Chat,2025-10-24,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Chat,2025-10-26,2
Complaint::PPOB::eWallet Failed Transaction,Closed,Chat,2025-11-01,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Chat,2025-11-08,2
Complaint::PPOB::eWallet Failed Transaction,Closed,Chat,2025-11-10,2
Complaint::PPOB::eWallet Failed Transaction,Closed,Chat,2025-11-19,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-10-15,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-10-23,2
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-10-24,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-10-31,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-11-01,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-11-03,2
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-11-06,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-11-08,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-11-11,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-11-15,1
Complaint::PPOB::eWallet Failed Transaction,Closed,Slack,2025-11-20,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-08-21,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-08-29,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-08-30,2
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-08-31,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-09-09,2
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-09-12,3
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-09-15,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-09-26,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-09-27,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-09-30,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-10-05,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-10-08,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-10-14,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-10-21,3
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-10-25,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-10-27,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-10-30,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-11-04,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-11-05,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-11-07,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-11-12,1
Complaint::PPOB::eWallet Not Received,Closed,Chat,2025-11-16,1
Complaint::PPOB::eWallet Not Received,Closed,Instagram,2025-09-28,1
Complaint::PPOB::eWallet Not Received,Closed,Instagram,2025-09-30,3
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-08-30,2
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-09-05,1
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-09-09,1
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-09-11,1
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-09-12,4
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-09-27,1
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-09-30,1
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-10-06,2
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-10-07,2
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-10-08,3
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-10-10,2
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-10-16,3
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-11-05,1
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-11-11,2
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-11-12,2
Complaint::PPOB::eWallet Not Received,Closed,Slack,2025-11-14,1
Complaint::PPOB::eWallet Pending Transaction,BP AYConnect FU,Chat,2025-11-19,2
Complaint::PPOB::eWallet Pending Transaction,BP AYConnect FU,Chat,2025-11-20,4
Complaint::PPOB::eWallet Pending Transaction,BP AYConnect FU,Slack,2025-11-19,7
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-09-27,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-10-03,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-10-07,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-10-16,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-10-20,3
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-10-21,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-10-23,10
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-10-24,16
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-10-27,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-10-29,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-01,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-02,2
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-03,3
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-06,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-08,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-14,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-15,2
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-16,6
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-17,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-18,7
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-19,12
Complaint::PPOB::eWallet Pending Transaction,Closed,Chat,2025-11-20,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-05,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-06,2
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-07,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-08,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-14,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-16,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-17,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-18,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-20,4
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-23,73
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-24,15
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-25,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-26,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-28,2
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-30,4
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-10-31,5
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-01,2
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-02,3
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-04,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-05,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-06,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-07,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-09,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-10,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-11,1
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-12,3
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-16,2
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-17,4
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-18,7
Complaint::PPOB::eWallet Pending Transaction,Closed,Slack,2025-11-19,15
Complaint::PPOB::eWallet TOP UP Created,Closed,Slack,2025-09-22,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-01,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-05,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-06,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-10,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-11,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-25,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-26,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-27,2
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-28,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Chat,2025-09-29,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Instagram,2025-09-28,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-08-25,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-08-28,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-08-29,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-08-30,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-09-01,3
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-09-11,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-09-22,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-09-23,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-09-25,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-09-30,1
Complaint::PPOB::eWallet TOP UP Failed Transaction Refund,Closed,Slack,2025-10-01,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-20,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-21,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-22,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-23,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-25,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-26,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-27,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-28,13
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-29,28
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-30,5
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-08-31,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-01,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-03,4
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-04,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-05,5
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-06,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-08,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-09,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-10,4
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-11,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-12,5
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-15,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-16,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-17,4
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-19,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-20,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-21,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-22,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-25,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-26,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-28,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-09-29,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Chat,2025-10-02,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Email,2025-09-05,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Facebook,2025-09-05,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Instagram,2025-08-28,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Instagram,2025-08-29,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Instagram,2025-08-31,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Instagram,2025-09-02,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Instagram,2025-09-19,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Instagram,2025-09-24,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Instagram,2025-09-28,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-08-20,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-08-21,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-08-25,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-08-26,4
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-08-27,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-08-28,6
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-08-29,15
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-08-30,4
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-01,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-03,4
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-04,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-05,5
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-08,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-09,4
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-10,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-11,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-12,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-15,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-16,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-17,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-18,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-19,9
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-20,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-21,6
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-22,4
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-23,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-24,3
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-26,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-27,4
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-28,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-29,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-09-30,1
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Slack,2025-10-03,2
Complaint::PPOB::eWallet TOP UP Pending Transaction,Closed,Web,2025-09-05,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-08-26,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-08-28,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-01,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-04,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-05,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-06,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-09,2
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-12,2
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-18,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-20,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-21,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-22,1
Complaint::PPOB::eWallet Wrong ID,Closed,Chat,2025-09-25,2
Complaint::PPOB::eWallet Wrong ID,Closed,Instagram,2025-08-27,2
Complaint::PPOB::eWallet Wrong ID,Closed,Instagram,2025-09-05,2
Complaint::PPOB::eWallet Wrong ID,Closed,Instagram,2025-10-04,1
Complaint::Payment::DigiPay Pending Transaction,Closed,Slack,2025-09-08,1
Complaint::Payment::EDC Saku Disbursement Issue (System/Transaction),Closed,Instagram,2025-09-08,1
Complaint::Payment::EDC Saku Disbursement Issue (System/Transaction),Closed,Instagram,2025-09-17,1
Complaint::Payment::Outbound Call,Closed,Phone,2025-10-31,1
Complaint::Payment::Outbound Call,Closed,Phone,2025-11-04,5
Complaint::Payment::Outbound Call,Closed,Phone,2025-11-06,6
Complaint::Payment::Outbound Call,Closed,Phone,2025-11-07,5
Complaint::QRIS::Generic,Closed,Chat,2025-09-10,1
Complaint::QRIS::Generic,Closed,Chat,2025-09-27,1
Complaint::QRIS::Generic,Closed,Chat,2025-10-02,1
Complaint::QRIS::Other,Closed,Chat,2025-09-22,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-09-01,7
Complaint::Registration Reject - Refund,Closed,Chat,2025-09-05,2
Complaint::Registration Reject - Refund,Closed,Chat,2025-09-14,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-09-19,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-09-26,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-09-27,2
Complaint::Registration Reject - Refund,Closed,Chat,2025-09-29,3
Complaint::Registration Reject - Refund,Closed,Chat,2025-09-30,2
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-01,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-02,3
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-03,2
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-06,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-07,2
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-10,3
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-11,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-13,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-15,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-18,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-22,2
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-23,2
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-25,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-27,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-28,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-29,2
Complaint::Registration Reject - Refund,Closed,Chat,2025-10-31,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-11-01,2
Complaint::Registration Reject - Refund,Closed,Chat,2025-11-09,3
Complaint::Registration Reject - Refund,Closed,Chat,2025-11-11,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-11-13,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-11-17,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-11-18,1
Complaint::Registration Reject - Refund,Closed,Chat,2025-11-19,2
Complaint::Registration Reject - Refund,Closed,Phone,2025-11-17,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-12,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-15,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-16,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-17,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-18,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-22,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-24,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-25,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-26,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-27,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-29,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-09-30,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-01,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-02,3
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-03,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-06,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-07,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-08,5
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-09,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-10,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-11,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-12,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-14,4
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-15,4
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-16,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-17,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-20,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-21,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-22,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-23,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-24,3
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-26,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-10-31,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-04,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-05,2
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-06,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-07,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-08,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-11,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-13,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-15,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-17,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-18,1
Complaint::Registration Reject - Refund,Closed,Slack,2025-11-20,1
Complaint::Registration::Activation Issue,Closed,Chat,2025-08-30,1
Complaint::Registration::Activation Issue,Closed,Chat,2025-09-14,2
Complaint::Registration::Activation Issue,Closed,Chat,2025-09-28,3
Complaint::Registration::Activation Issue,Closed,Chat,2025-10-11,1
Complaint::Registration::Activation Issue,Closed,Chat,2025-10-25,1
Complaint::Registration::Activation Issue,Closed,Chat,2025-10-27,1
Complaint::Registration::Activation Issue,Closed,Chat,2025-10-29,1
Complaint::Registration::Activation Issue,Closed,Chat,2025-11-15,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-08-27,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-09-19,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-09-28,2
Complaint::Registration::Activation Issue,Closed,Slack,2025-09-30,9
Complaint::Registration::Activation Issue,Closed,Slack,2025-10-01,2
Complaint::Registration::Activation Issue,Closed,Slack,2025-10-02,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-10-03,2
Complaint::Registration::Activation Issue,Closed,Slack,2025-10-07,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-10-14,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-10-17,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-10-21,2
Complaint::Registration::Activation Issue,Closed,Slack,2025-10-24,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-10-27,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-11-06,1
Complaint::Registration::Activation Issue,Closed,Slack,2025-11-19,1
Complaint::Registration::Activation Issue,Closed,Web,2025-09-14,1
Complaint::Registration::Activation OTS Issue,Closed,Chat,2025-10-08,1
Complaint::Registration::Activation OTS Issue,Closed,Slack,2025-10-08,1
Complaint::Registration::Activation OTS Issue,Closed,Slack,2025-10-28,1
Complaint::Registration::Activation OTS Issue,Closed,Slack,2025-10-29,1
Complaint::Registration::Activation OTS Issue,Closed,Slack,2025-11-03,1
Complaint::Registration::Activation OTS Issue,Closed,Slack,2025-11-08,1
Complaint::Registration::Activation OTS Issue,Closed,Slack,2025-11-10,1
Complaint::Registration::Bank Account Issue,Closed,Chat,2025-09-14,1
Complaint::Registration::Bank Account Issue,Closed,Chat,2025-09-23,1
Complaint::Registration::Bank Account Issue,Closed,Chat,2025-10-07,1
Complaint::Registration::Bank Account Issue,Closed,Chat,2025-10-16,1
Complaint::Registration::Bank Account Issue,Closed,Chat,2025-10-20,1
Complaint::Registration::Bank Account Issue,Closed,Chat,2025-10-25,1
Complaint::Registration::Bank Account Issue,Closed,Chat,2025-10-28,1
Complaint::Registration::Bank Account Issue,Closed,Chat,2025-11-09,1
